TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Gastric and nasal tubes,,240,"This medical waste is acceptable in your Garbage Bin.  Please place the items inside two plastic bags (double-bagged).  Place in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  For details regarding proper disposal of this item, please read more about <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Home Healthcare Waste</a>.  Syringes are considered Hazardous Waste and should not be placed in the garbage."
Christmas Tree (real),,245,"Christmas tree collection occurs in the month of January.  Please refer to your Collection Calendar for specified Christmas tree collection days on your street.  When placing your tree out for collection, please remove all decorations, tinsel, etc and do not place out in any type of bag.  Alternatively this item can also be taken to a <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depot</a>.   "
Photocopier,"copier, zerox",246,"Electronic equipment is now collected right at your curbside.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin.  Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  "
Barbeque,"BBQ, BBQ grill",248,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out this item for pick up 0.5 metre (2 feet) away from your Garbage Bin. To set out your BBQ properly for collection, please remove the propane tank and briquettes.  The briquettes are considered garbage and should be placed in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.   The propane tank is Household Hazardous Waste (HHW).  You can take the tank to <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> across the city or your local <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Day</a>.  "
Election sign,candidate,250,"The candidate who provided you with the sign should pick it up.  Paper or cardboard elections signs can be placed in your Blue Bin, but the stakes and staples must be removed and not placed in the Blue Bin.  Corrugated plastic and plastic film signs, along with their stakes, will be recycled.  Please speak with the candidate who provided the sign to learn about the arrangements they have made to collect and drop off their signs."
Bricks,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Asbestos,insulation,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
PCBs,pcb,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Telephone pole,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Tent trailer,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Vending machine,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Diving board,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Pool table,"billiard, snooker, cue",253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Motorized personal transporters,"sea-doo, ski-doo, jet ski, snow mobile, snowmobile,ski-doo, motorcycle, scooter, ebike, electric bike, segway",253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Piano or organ,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Vehicle propane tank,"taxi, bus",253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Oil tank,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Aluminum siding,vinyl siding,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Paving / Patio stones,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Cement,"grout, cement powder, stucco, mortar",253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Cinder Block,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
clay pipe,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
marble slab,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
car parts (plastic),,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
boat,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
cast iron tub,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
asphalt,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
concrete laundry tub,concrete laundry tubs,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
pickup truck cabs,"truck cabs, truck caps, truck toppers",253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
golf cart,,253,This type of waste is not collected at the curbside or through other City of Toronto programs.  Please make arrangements with a company in the private sector specializing in disposing of this type of waste.
Helmet,helmets,255,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  
Plastic wrap,"Saran wrap, plastic film, packaging wrap",255,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  
Light Fixture/Lamps,"lamp, lighting, light fixtures, solar lamps, solar garden lamps, solar garden lights, floor lamp",255,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  
